date,family,holiday_type,unit_sales,onpromotion,perishable,day,month,dayofweek,is_weekend,lag_7,lag_14,rolling_7
2014-04-05,GROCERY I,work day,48138.0,0.0,0.0,5,4,5,1,,,
2014-04-05,AUTOMOTIVE,work day,93.0,0.0,0.0,5,4,5,1,,,
2014-04-05,CLEANING,work day,12777.0,0.0,0.0,5,4,5,1,,,
2014-04-05,SEAFOOD,work day,269.798,0.0,1.0,5,4,5,1,,,
2014-04-05,PERSONAL CARE,work day,4810.0,0.0,0.0,5,4,5,1,,,
2014-04-05,DELI,work day,3243.08,0.0,1.0,5,4,5,1,,,
2014-04-05,BEVERAGES,work day,21370.0,0.0,0.0,5,4,5,1,,,
2014-04-05,BEAUTY,work day,36.0,0.0,0.0,5,4,5,1,,,
2014-04-05,GROCERY II,work day,287.0,0.0,0.0,5,4,5,1,,,
2014-04-05,MEATS,work day,4473.882,0.0,1.0,5,4,5,1,,,
2014-04-05,POULTRY,work day,4775.431,0.0,1.0,5,4,5,1,,,
2014-04-05,LINGERIE,work day,101.0,0.0,0.0,5,4,5,1,,,
2014-04-05,EGGS,work day,2346.0,0.0,1.0,5,4,5,1,,,
2014-04-05,DAIRY,work day,9917.0,0.0,1.0,5,4,5,1,,,
2014-04-05,PREPARED FOODS,work day,1596.126,0.0,1.0,5,4,5,1,,,
2014-04-05,LAWN AND GARDEN,work day,59.0,0.0,0.0,5,4,5,1,,,
2014-04-05,"LIQUOR,WINE,BEER",work day,1755.0,0.0,0.0,5,4,5,1,,,
2014-04-05,HOME APPLIANCES,work day,12.0,0.0,0.0,5,4,5,1,,,
2014-04-05,PRODUCE,work day,323.0,0.0,1.0,5,4,5,1,,,
2014-04-05,BREAD/BAKERY,work day,4962.951,0.0023148148148148147,1.0,5,4,5,1,,,
2014-04-06,BREAD/BAKERY,work day,4805.0,0.0,1.0,6,4,6,1,,,
2014-04-06,HOME APPLIANCES,work day,6.0,0.0,0.0,6,4,6,1,,,
2014-04-06,MEATS,work day,4831.339,0.0,1.0,6,4,6,1,,,
2014-04-06,BEVERAGES,work day,20424.0,0.0,0.0,6,4,6,1,,,
2014-04-06,DELI,work day,3442.126,0.0,1.0,6,4,6,1,,,
2014-04-06,CLEANING,work day,14156.0,0.0005824111822947001,0.0,6,4,6,1,,,
2014-04-06,PERSONAL CARE,work day,3422.0,0.0,0.0,6,4,6,1,,,
2014-04-06,SEAFOOD,work day,262.743,0.0,1.0,6,4,6,1,,,
2014-04-06,AUTOMOTIVE,work day,102.0,0.0,0.0,6,4,6,1,,,
2014-04-06,GROCERY II,work day,238.0,0.0,0.0,6,4,6,1,,,
2014-04-06,POULTRY,work day,5829.432,0.0,1.0,6,4,6,1,,,
2014-04-06,EGGS,work day,2785.0,0.0,1.0,6,4,6,1,,,
2014-04-06,HARDWARE,work day,5.0,0.0,0.0,6,4,6,1,,,
2014-04-06,DAIRY,work day,10546.0,0.0,1.0,6,4,6,1,,,
2014-04-06,BEAUTY,work day,56.0,0.0,0.0,6,4,6,1,,,
2014-04-06,GROCERY I,work day,50856.0,0.00022650056625141563,0.0,6,4,6,1,,,
2014-04-06,PRODUCE,work day,55.0,0.0,1.0,6,4,6,1,,,
2014-04-06,PREPARED FOODS,work day,1298.906,0.0,1.0,6,4,6,1,,,
2014-04-06,LAWN AND GARDEN,work day,25.0,0.0,0.0,6,4,6,1,,,
2014-04-06,LINGERIE,work day,94.0,0.0,0.0,6,4,6,1,,,
2014-04-06,FROZEN FOODS,work day,1694.0,0.0,0.0,6,4,6,1,,,
2014-04-07,DAIRY,work day,7090.0,0.0,1.0,7,4,0,0,,,
2014-04-07,LAWN AND GARDEN,work day,17.0,0.0,0.0,7,4,0,0,,,
2014-04-07,BREAD/BAKERY,work day,3704.186,0.0,1.0,7,4,0,0,,,
2014-04-07,LINGERIE,work day,74.0,0.0,0.0,7,4,0,0,,,
2014-04-07,BEAUTY,work day,29.0,0.0,0.0,7,4,0,0,,,
2014-04-07,HARDWARE,work day,18.0,0.0,0.0,7,4,0,0,,,
2014-04-07,GROCERY II,work day,154.0,0.0,0.0,7,4,0,0,,,
2014-04-07,PERSONAL CARE,work day,2395.0,0.0,0.0,7,4,0,0,,,
2014-04-07,BEVERAGES,work day,12602.0,0.0,0.0,7,4,0,0,,,
2014-04-07,PREPARED FOODS,work day,965.348,0.0,1.0,7,4,0,0,,,
2014-04-07,MEATS,work day,3958.378,0.0,1.0,7,4,0,0,,,
2014-04-07,"LIQUOR,WINE,BEER",work day,381.0,0.0,0.0,7,4,0,0,,,
2014-04-07,AUTOMOTIVE,work day,34.0,0.0,0.0,7,4,0,0,,,
2014-04-07,SEAFOOD,work day,187.272,0.0,1.0,7,4,0,0,,,
2014-04-07,DELI,work day,2370.639,0.0,1.0,7,4,0,0,,,
2014-04-07,POULTRY,work day,3285.093,0.0,1.0,7,4,0,0,,,
2014-04-07,EGGS,work day,1848.0,0.0,1.0,7,4,0,0,,,
2014-04-07,HOME APPLIANCES,work day,11.0,0.0,0.0,7,4,0,0,,,
2014-04-07,CLEANING,work day,9584.0,0.0,0.0,7,4,0,0,,,
2014-04-07,FROZEN FOODS,work day,906.0,0.0,0.0,7,4,0,0,,,
2014-04-07,PRODUCE,work day,13.0,0.0,1.0,7,4,0,0,,,
2014-04-07,GROCERY I,work day,35066.0,0.0002402691013935608,0.0,7,4,0,0,,,
2014-04-08,DELI,work day,1932.324,0.0,1.0,8,4,1,0,2457.978,,2625.705242857143
2014-04-08,LINGERIE,work day,82.0,0.0,0.0,8,4,1,0,113.0,,87.0
2014-04-08,DAIRY,work day,6746.0,0.0,1.0,8,4,1,0,7690.0,,8069.857142857143
2014-04-08,PRODUCE,work day,47.0,0.0,1.0,8,4,1,0,11.0,,71.85714285714286
2014-04-08,LAWN AND GARDEN,work day,15.0,0.0,0.0,8,4,1,0,47.0,,35.714285714285715
2014-04-08,"LIQUOR,WINE,BEER",work day,405.0,0.0,0.0,8,4,1,0,,,
2014-04-08,PERSONAL CARE,work day,1900.0,0.0,0.0,8,4,1,0,3022.0,,3166.714285714286
2014-04-08,HARDWARE,work day,9.0,0.0,0.0,8,4,1,0,10.0,,9.857142857142858
2014-04-08,EGGS,work day,1510.0,0.0,1.0,8,4,1,0,1441.0,,1898.0
2014-04-08,POULTRY,work day,3867.521,0.0,1.0,8,4,1,0,4422.729,,4239.908042857142
2014-04-08,GROCERY II,work day,179.0,0.0,0.0,8,4,1,0,158.0,,215.71428571428572
2014-04-08,SEAFOOD,work day,156.38,0.0,1.0,8,4,1,0,181.704,,232.78527142857143
2014-04-08,AUTOMOTIVE,work day,39.0,0.0,0.0,8,4,1,0,51.0,,63.857142857142854
2014-04-08,BEAUTY,work day,29.0,0.0,0.0,8,4,1,0,44.0,,33.285714285714285
2014-04-08,FROZEN FOODS,work day,737.182,0.0,0.0,8,4,1,0,1215.9,,1338.3047142857142
2014-04-08,CLEANING,work day,8852.0,0.0,0.0,8,4,1,0,11362.0,,11257.285714285714
2014-04-08,HOME APPLIANCES,work day,6.0,0.0,0.0,8,4,1,0,,,
2014-04-08,GROCERY I,work day,31249.0,0.0,0.0,8,4,1,0,40041.0,,39699.71428571428
2014-04-08,BEVERAGES,work day,11039.0,0.0,0.0,8,4,1,0,13310.0,,15083.42857142857
2014-04-08,PREPARED FOODS,work day,1047.426,0.0,1.0,8,4,1,0,895.578,,1070.452857142857
2014-04-08,BREAD/BAKERY,work day,3701.415,0.0,1.0,8,4,1,0,4588.895,,4199.808571428572
2014-04-08,MEATS,work day,2654.763,0.0,1.0,8,4,1,0,3123.482,,4000.402814285714
2014-04-09,GROCERY I,work day,29904.0,0.0,0.0,9,4,2,0,38863.0,,38443.71428571428
2014-04-09,MEATS,work day,2718.958,0.0,1.0,9,4,2,0,3858.097,,3933.442957142857
2014-04-09,CLEANING,work day,8748.0,0.0012554927809165098,0.0,9,4,2,0,12381.0,,10898.714285714286
2014-04-09,EGGS,work day,1906.0,0.0,1.0,9,4,2,0,1880.0,,1907.857142857143
2014-04-09,DAIRY,work day,6520.0,0.0,1.0,9,4,2,0,8061.0,,7935.0
2014-04-09,BEVERAGES,work day,11637.0,0.0,0.0,9,4,2,0,13112.0,,14759.0
2014-04-09,HARDWARE,work day,3.0,0.0,0.0,9,4,2,0,9.0,,9.714285714285714
2014-04-09,BEAUTY,work day,18.0,0.0,0.0,9,4,2,0,21.0,,31.142857142857142
2014-04-09,PERSONAL CARE,work day,2499.0,0.0,0.0,9,4,2,0,3623.0,,3006.4285714285716
2014-04-09,PRODUCE,work day,41.0,0.0,1.0,9,4,2,0,28.0,,77.0
2014-04-09,AUTOMOTIVE,work day,44.0,0.0,0.0,9,4,2,0,62.0,,62.142857142857146
2014-04-09,"LIQUOR,WINE,BEER",work day,455.0,0.0,0.0,9,4,2,0,555.0,,817.1428571428571
2014-04-09,POULTRY,work day,3846.119,0.0,1.0,9,4,2,0,3897.405,,4160.592614285714
2014-04-09,FROZEN FOODS,work day,919.573,0.0,0.0,9,4,2,0,1227.497,,1269.9164285714287
2014-04-09,BREAD/BAKERY,work day,3632.283,0.0,1.0,9,4,2,0,4224.719,,4073.0257142857145
2014-04-09,PREPARED FOODS,work day,998.351,0.0,1.0,9,4,2,0,1052.477,,1092.1454285714285
2014-04-09,SEAFOOD,work day,191.471,0.0,1.0,9,4,2,0,183.77700000000002,,229.16755714285713
2014-04-09,DELI,work day,1862.172,0.0,1.0,9,4,2,0,2360.435,,2550.6118142857144
2014-04-09,LAWN AND GARDEN,work day,63.0,0.0,0.0,9,4,2,0,41.0,,31.142857142857142
2014-04-09,GROCERY II,work day,171.0,0.0,0.0,9,4,2,0,268.0,,218.71428571428572
2014-04-09,LINGERIE,work day,50.0,0.0,0.0,9,4,2,0,79.0,,82.57142857142857
2014-04-09,HOME APPLIANCES,work day,1.0,0.0,0.0,9,4,2,0,11.0,,8.142857142857142
2014-04-10,POULTRY,work day,2689.4672,0.004694835680751174,1.0,10,4,3,0,3377.4816,,4153.266042857143
2014-04-10,MEATS,work day,2810.6114000000002,0.026515151515151516,1.0,10,4,3,0,3951.9557,,3770.708814285714
2014-04-10,EGGS,work day,1429.0,0.016666666666666666,1.0,10,4,3,0,1483.0,,1911.5714285714287
2014-04-10,AUTOMOTIVE,work day,26.0,0.0,0.0,10,4,3,0,55.0,,59.57142857142857
2014-04-10,PREPARED FOODS,work day,1091.0,0.0,1.0,10,4,3,0,683.211,,1084.413142857143
2014-04-10,CLEANING,work day,7412.0,0.0,0.0,10,4,3,0,9395.0,,10379.714285714286
2014-04-10,GROCERY I,work day,27714.817,0.0,0.0,10,4,3,0,32530.0,,37163.857142857145
2014-04-10,LAWN AND GARDEN,work day,37.0,0.0,0.0,10,4,3,0,15.0,,34.285714285714285
2014-04-10,SEAFOOD,work day,88.359,0.0,1.0,10,4,3,0,239.472,,230.2667
2014-04-10,GROCERY II,work day,161.0,0.0,0.0,10,4,3,0,219.0,,204.85714285714286
2014-04-10,HARDWARE,work day,11.0,0.0,0.0,10,4,3,0,10.0,,8.857142857142858
2014-04-10,FROZEN FOODS,work day,860.748,0.0,0.0,10,4,3,0,920.261,,1225.9272857142857
2014-04-10,DELI,work day,1673.764,0.02295918367346939,1.0,10,4,3,0,2343.0528,,2479.4313857142856
2014-04-10,"LIQUOR,WINE,BEER",work day,557.0,0.0,0.0,10,4,3,0,644.0,,802.8571428571429
2014-04-10,DAIRY,work day,5431.0,0.002328288707799767,1.0,10,4,3,0,6434.0,,7714.857142857143
2014-04-10,BREAD/BAKERY,work day,2967.379,0.0024630541871921183,1.0,10,4,3,0,3463.523,,3988.392
2014-04-10,BEAUTY,work day,12.0,0.0,0.0,10,4,3,0,27.0,,30.714285714285715
2014-04-10,PRODUCE,work day,22.0,0.0,1.0,10,4,3,0,22.0,,78.85714285714286
2014-04-10,LINGERIE,work day,79.0,0.0,0.0,10,4,3,0,89.0,,78.42857142857143
2014-04-10,PERSONAL CARE,work day,1666.0,0.0,0.0,10,4,3,0,2543.0,,2845.8571428571427
2014-04-10,HOME APPLIANCES,work day,8.0,0.0,0.0,10,4,3,0,4.0,,6.714285714285714
2014-04-10,BEVERAGES,work day,10672.0,0.0,0.0,10,4,3,0,10721.0,,14548.285714285714
2014-04-11,LINGERIE,work day,76.0,0.0,0.0,11,4,4,0,59.0,,77.0
2014-04-11,GROCERY II,work day,140.0,0.0,0.0,11,4,4,0,186.0,,196.57142857142858
2014-04-11,SEAFOOD,work day,137.819,0.0,1.0,11,4,4,0,304.7309,,208.6791285714286
2014-04-11,AUTOMOTIVE,work day,40.0,0.0,0.0,11,4,4,0,50.0,,55.42857142857143
2014-04-11,PREPARED FOODS,work day,1120.608,0.0,1.0,11,4,4,0,1001.524,,1142.6687142857143
2014-04-11,BEVERAGES,work day,12976.0,0.0,0.0,11,4,4,0,14045.0,,14541.285714285714
2014-04-11,FROZEN FOODS,work day,1239.739,0.0,0.0,11,4,4,0,1086.974,,1217.4254285714285
2014-04-11,POULTRY,work day,3516.6639,0.0,1.0,11,4,4,0,4091.7847,,4054.9782714285716
2014-04-11,HOME APPLIANCES,work day,8.0,0.0,0.0,11,4,4,0,7.0,,7.285714285714286
2014-04-11,DELI,work day,2095.7262,0.0,1.0,11,4,4,0,2162.6259,,2383.8187
2014-04-11,BREAD/BAKERY,work day,3345.961,0.0,1.0,11,4,4,0,3649.386,,3917.5142857142855
2014-04-11,CLEANING,work day,8130.0,0.0,0.0,11,4,4,0,9146.0,,10096.42857142857
2014-04-11,PERSONAL CARE,work day,1780.0,0.0,0.0,11,4,4,0,2352.0,,2720.5714285714284
2014-04-11,DAIRY,work day,6804.0,0.001049317943336831,1.0,11,4,4,0,6751.0,,7571.571428571428
2014-04-11,BEAUTY,work day,15.0,0.0,0.0,11,4,4,0,20.0,,28.571428571428573
2014-04-11,HARDWARE,work day,9.0,0.0,0.0,11,4,4,0,6.0,,9.0
2014-04-11,GROCERY I,work day,27818.405,0.000507227998985544,0.0,11,4,4,0,32404.0,,36475.97385714286
2014-04-11,EGGS,work day,1505.0,0.0,1.0,11,4,4,0,1503.0,,1903.857142857143
2014-04-11,"LIQUOR,WINE,BEER",work day,1156.0,0.0,0.0,11,4,4,0,616.0,,790.4285714285714
2014-04-11,LAWN AND GARDEN,work day,67.0,0.0,0.0,11,4,4,0,46.0,,37.42857142857143
2014-04-11,MEATS,work day,4169.6516,0.0,1.0,11,4,4,0,3805.686,,3607.6596285714286
2014-04-11,PRODUCE,work day,61.0,0.0,1.0,11,4,4,0,51.0,,78.85714285714286
2014-04-12,PREPARED FOODS,holiday,1401.887,0.0,1.0,12,4,5,1,1596.126,,1159.6807142857142
2014-04-12,LAWN AND GARDEN,holiday,77.0,0.0,0.0,12,4,5,1,59.0,,40.42857142857143
2014-04-12,"LIQUOR,WINE,BEER",holiday,2383.0,0.0,0.0,12,4,5,1,1364.0,,867.5714285714286
2014-04-12,MEATS,holiday,4054.337,0.0,1.0,12,4,5,1,4473.882,,3659.654714285714
2014-04-12,PRODUCE,holiday,70.0,0.0,1.0,12,4,5,1,323.0,,80.28571428571429
2014-04-12,CLEANING,holiday,11341.0,0.0,0.0,12,4,5,1,12777.0,,9951.285714285714
2014-04-12,HOME APPLIANCES,holiday,8.0,0.0,0.0,12,4,5,1,12.0,,7.428571428571429
2014-04-12,LINGERIE,holiday,76.0,0.0,0.0,12,4,5,1,101.0,,79.42857142857143
2014-04-12,HARDWARE,holiday,10.0,0.0,0.0,12,4,5,1,11.0,,9.428571428571429
2014-04-12,DAIRY,holiday,8528.0,0.0,1.0,12,4,5,1,9917.0,,7579.142857142857
2014-04-12,PERSONAL CARE,holiday,2817.0,0.0,0.0,12,4,5,1,4810.0,,2638.8571428571427
2014-04-12,EGGS,holiday,1921.0,0.0,1.0,12,4,5,1,2346.0,,1904.142857142857
2014-04-12,DELI,holiday,2610.954,0.0,1.0,12,4,5,1,3243.08,,2374.2616000000003
2014-04-12,FROZEN FOODS,holiday,2205.409,0.005917159763313609,0.0,12,4,5,1,2317.5009999999997,,1239.2489999999998
2014-04-12,BEAUTY,holiday,33.0,0.0,0.0,12,4,5,1,36.0,,27.857142857142858
2014-04-12,GROCERY II,holiday,184.0,0.0,0.0,12,4,5,1,287.0,,190.0
2014-04-12,BREAD/BAKERY,holiday,4139.218,0.0,1.0,12,4,5,1,4962.951,,3874.167857142857
2014-04-12,POULTRY,holiday,4409.922,0.0,1.0,12,4,5,1,4775.431,,3972.818157142857
2014-04-12,BEVERAGES,holiday,19311.0,0.0009165902841429881,0.0,12,4,5,1,21370.0,,14388.57142857143
2014-04-12,SEAFOOD,holiday,246.884,0.0,1.0,12,4,5,1,269.798,,184.83457142857145
2014-04-12,GROCERY I,holiday,39978.0,0.000462962962962963,0.0,12,4,5,1,48138.0,,35820.88885714286
2014-04-12,AUTOMOTIVE,holiday,83.0,0.0,0.0,12,4,5,1,93.0,,54.0
2014-04-13,CLEANING,work day,11932.0,0.0,0.0,13,4,6,1,14156.0,,9746.142857142857
2014-04-13,DELI,work day,3121.321,0.0,1.0,13,4,6,1,3442.126,,2283.9578857142856
2014-04-13,DAIRY,work day,9300.0,0.0,1.0,13,4,6,1,10546.0,,7380.714285714285
2014-04-13,FROZEN FOODS,work day,1505.341,0.0,0.0,13,4,6,1,1694.0,,1223.2358571428572
2014-04-13,AUTOMOTIVE,work day,76.0,0.0,0.0,13,4,6,1,102.0,,52.57142857142857
2014-04-13,BEAUTY,work day,44.0,0.0,0.0,13,4,6,1,56.0,,27.428571428571427
2014-04-13,HARDWARE,work day,6.0,0.0,0.0,13,4,6,1,5.0,,9.285714285714286
2014-04-13,SEAFOOD,work day,202.643,0.0,1.0,13,4,6,1,262.743,,181.56114285714287
2014-04-13,EGGS,work day,2247.0,0.0,1.0,13,4,6,1,2785.0,,1843.4285714285713
2014-04-13,GROCERY II,work day,224.0,0.0,0.0,13,4,6,1,238.0,,175.28571428571428
2014-04-13,PREPARED FOODS,work day,1763.164,0.0,1.0,13,4,6,1,1298.906,,1131.9322857142856
2014-04-13,LAWN AND GARDEN,work day,41.0,0.0,0.0,13,4,6,1,25.0,,43.0
2014-04-13,POULTRY,work day,5014.868,0.0,1.0,13,4,6,1,5829.432,,3920.6025857142854
2014-04-13,HOME APPLIANCES,work day,18.0,0.0,0.0,13,4,6,1,6.0,,6.857142857142857
2014-04-13,GROCERY I,work day,42236.0,0.0004664179104477612,0.0,13,4,6,1,50856.0,,34655.17457142857
2014-04-13,BEVERAGES,work day,17696.0,0.0,0.0,13,4,6,1,20424.0,,14094.42857142857
2014-04-13,BREAD/BAKERY,work day,5000.539,0.0,1.0,13,4,6,1,4805.0,,3756.491714285715
2014-04-13,PRODUCE,work day,26.0,0.0,1.0,13,4,6,1,55.0,,44.142857142857146
2014-04-13,PERSONAL CARE,work day,3238.0,0.0,0.0,13,4,6,1,3422.0,,2354.1428571428573
2014-04-13,MEATS,work day,3603.687,0.0,1.0,13,4,6,1,4831.339,,3599.7197142857144
2014-04-13,LINGERIE,work day,112.0,0.0,0.0,13,4,6,1,94.0,,75.85714285714286
2014-04-14,POULTRY,holiday,3797.146,0.0,1.0,14,4,0,0,3285.093,,3804.2363
2014-04-14,AUTOMOTIVE,holiday,54.0,0.0,0.0,14,4,0,0,34.0,,48.857142857142854
2014-04-14,BREAD/BAKERY,holiday,3320.025,0.0,1.0,14,4,0,0,3704.186,,3784.4258571428572
2014-04-14,DAIRY,holiday,6716.0,0.0,1.0,14,4,0,0,7090.0,,7202.714285714285
2014-04-14,GROCERY I,holiday,29884.278,0.0,0.0,14,4,0,0,35066.0,,33423.746
2014-04-14,HARDWARE,holiday,7.0,0.0,0.0,14,4,0,0,18.0,,9.428571428571429
2014-04-14,LINGERIE,holiday,79.0,0.0,0.0,14,4,0,0,74.0,,78.42857142857143
2014-04-14,FROZEN FOODS,holiday,629.515,0.0,0.0,14,4,0,0,906.0,,1196.2845714285716
2014-04-14,BEAUTY,holiday,14.0,0.0,0.0,14,4,0,0,29.0,,25.714285714285715
2014-04-14,SEAFOOD,holiday,200.167,0.0,1.0,14,4,0,0,187.272,,172.97542857142858
